,Table S11 GO enrichment of cluster 4,,,,,
GO:0048518,positive regulation of biological process,7,1888,4.29E-04,biological_process,"Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."
GO:0006346,DNA methylation-dependent heterochromatin formation,1,46,1.74E-05,biological_process,"Repression of transcription by methylation of DNA, leading to the formation of heterochromatin."
GO:0010629,negative regulation of gene expression,2,457,2.30E-02,biological_process,"Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."
GO:0031507,heterochromatin formation,1,68,4.77E-04,biological_process,"An epigenetic gene silencing mechanism in which chromatin is compacted into heterochromatin, resulting in a chromatin conformation refractory to transcription. This process starts with heterochromatin nucleation, its spreading, and ends with heterochromatin boundary formation."
GO:0031400,negative regulation of protein modification process,1,34,5.04E-07,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."
GO:0032197,retrotransposition,1,1,1.07E-193,biological_process,A type of transposition in which a transposable element (transposon) copies and pastes itself into a different genomic location by transcription and convertsion of the transcribed RNA back into DNA through reverse transcription.
GO:0032196,transposition,1,4,9.55E-50,biological_process,"Any process involved in mediating the movement of discrete segments of DNA between nonhomologous sites. For elements that are transcribed as the first step of transposition, the process starts with the transcription of the transposable element, its translation and maturation, and ending with integration into DNA. For elements that are cut out, the process starts with the excision of the donor DNA and integrated into another site."
GO:0044030,regulation of DNA methylation,1,25,4.03E-09,biological_process,"Any process that modulates the frequency, rate or extent of the covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine."
GO:0009893,positive regulation of metabolic process,4,1373,2.90E-02,biological_process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
GO:0045814,"negative regulation of gene expression, epigenetic",1,109,7.13E-03,biological_process,"An epigenetic process that silences gene expression at specific genomic regions through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the cytosine DNA methylation."
GO:0035065,regulation of histone acetylation,1,14,2.86E-15,biological_process,"Any process that modulates the frequency, rate or extent of the addition of an acetyl group to a histone protein."
GO:0035067,negative regulation of histone acetylation,1,3,9.04E-66,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the addition of an acetyl group to a histone protein."
GO:0051052,regulation of DNA metabolic process,1,154,2.86E-02,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving DNA."
GO:0070828,heterochromatin organization,1,72,7.06E-04,biological_process,"Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic heterochromatin, a compact and highly condensed form of chromatin."
GO:0090239,regulation of histone H4 acetylation,1,1,1.07E-193,biological_process,"Any process that modulates the rate, frequency, or extent of histone H4 acetylation, the modification of histone H4 by the addition of an acetyl group."
GO:0140658,ATP-dependent chromatin remodeler activity,1,46,1.74E-05,molecular_function,"An activity, driven by ATP hydrolysis, that modulates the contacts between histones and DNA, resulting in a change in chromosome architecture within the nucleosomal array, leading to chromatin remodeling."
GO:0051248,negative regulation of protein metabolic process,1,101,4.95E-03,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."
GO:0140718,facultative heterochromatin formation,1,48,2.65E-05,biological_process,"The compaction of chromatin into a conformation that is refactory to transcription but that be converted to euchromatin and allow transcription in specific contexts. These can be temporal (e.g., developmental states or specific cell-cycle stages), spatial (e.g., nuclear localization changes from the center to the periphery or vice versa due to exogenous factors/signals), or parental/heritable (e.g., monoallelic gene expression)."
GO:2000757,negative regulation of peptidyl-lysine acetylation,1,3,9.04E-66,biological_process,"Any process that stops, prevents or reduces the frequency, rate or extent of peptidyl-lysine acetylation."
GO:2000756,regulation of peptidyl-lysine acetylation,1,14,2.86E-15,biological_process,"Any process that modulates the frequency, rate or extent of peptidyl-lysine acetylation."
GO:0005342,organic acid transmembrane transporter activity,3,191,1.10E-09,molecular_function,Enables the transfer of organic acids from one side of a membrane to the other. Organic acids are acidic compound containing carbon in covalent linkage.
GO:1901983,regulation of protein acetylation,1,14,2.86E-15,biological_process,"Any process that modulates the frequency, rate or extent of protein acetylation."
GO:1901984,negative regulation of protein acetylation,1,3,9.04E-66,biological_process,"Any process that stops, prevents or reduces the frequency, rate or extent of protein acetylation."
GO:0015171,amino acid transmembrane transporter activity,3,135,1.68E-13,molecular_function,Enables the transfer of amino acids from one side of a membrane to the other. Amino acids are organic molecules that contain an amino group and a carboxyl group.
GO:0006865,amino acid transport,2,97,6.09E-09,biological_process,"The directed movement of amino acids, organic acids containing one or more amino substituents, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:0008514,organic anion transmembrane transporter activity,3,338,1.20E-05,molecular_function,Enables the transfer of organic anions from one side of a membrane to the other. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage.
GO:0046943,carboxylic acid transmembrane transporter activity,3,191,1.10E-09,molecular_function,Enables the transfer of carboxylic acids from one side of a membrane to the other. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-).
GO:0022857,transmembrane transporter activity,7,3255,4.91E-02,molecular_function,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other."
GO:0015849,organic acid transport,2,216,2.06E-04,biological_process,"The directed movement of organic acids, any acidic compound containing carbon in covalent linkage, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:0046942,carboxylic acid transport,2,213,1.82E-04,biological_process,"The directed movement of carboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-)."
GO:0015711,organic anion transport,2,256,8.06E-04,biological_process,"The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage."
GO:0090241,negative regulation of histone H4 acetylation,1,1,1.07E-193,biological_process,"Any process that decreases the rate, frequency, or extent of histone H4 acetylation, the modification of histone H4 by the addition of an acetyl group."
GO:0015740,C4-dicarboxylate transport,1,43,8.60E-06,biological_process,"The directed movement of a C4-dicarboxylate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A C4-dicarboxylate is the anion of a dicarboxylic acid that contains four carbon atoms."
GO:0015172,acidic amino acid transmembrane transporter activity,1,21,1.28E-10,molecular_function,Enables the transfer of acidic amino acids from one side of a membrane to the other. Acidic amino acids have side chains with a negative charge at pH 7.3.
GO:0015175,neutral L-amino acid transmembrane transporter activity,1,27,1.55E-08,molecular_function,Enables the transfer of neutral L-amino acids from one side of a membrane to the other. Neutral amino acids have side chains with no charge at pH 7.3.
GO:0003333,amino acid transmembrane transport,2,68,2.18E-12,biological_process,The process in which an amino acid is transported across a membrane.
GO:0006835,dicarboxylic acid transport,1,54,7.84E-05,biological_process,"The directed movement of dicarboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:1903825,organic acid transmembrane transport,2,116,1.31E-07,biological_process,The process in which an organic acid is transported across a membrane.
GO:0015810,aspartate transmembrane transport,1,2,8.82E-98,biological_process,"The process in which aspartate is transported across a lipid bilayer, from one side of a membrane to the other."
GO:0015801,aromatic amino acid transport,1,2,8.82E-98,biological_process,"The directed movement of aromatic amino acids, amino acids with aromatic ring, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:0016987,sigma factor activity,1,6,1.07E-33,molecular_function,"Sigma factors act as the promoter specificity subunit of eubacterial and plant plastid multisubunit RNA polymerases, whose core subunit composition is often described as alpha(2)-beta-beta-prime. Although sigma does not bind DNA on its own, when combined with the core to form the holoenzyme, the sigma factor binds specifically to promoter elements. The sigma subunit is released once elongation begins."
GO:0032774,RNA biosynthetic process,3,705,7.65E-03,biological_process,"The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."
GO:0071461,cellular response to redox state,1,2,8.82E-98,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating redox state. Redox state refers to the balance of oxidized versus reduced forms of electron donors and acceptors in an organelle, cell or organ; plastoquinone, glutathione (GSH/GSSG), and nicotinamide nucleotides (NAD+/NADH and NADP+/NADPH) are among the most important."
GO:0034654,nucleobase-containing compound biosynthetic process,5,1278,1.64E-03,biological_process,"The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."
GO:0015827,tryptophan transport,1,1,1.07E-193,biological_process,"The directed movement of tryptophan, 2-amino-3-(1H-indol-3-yl)propanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:1905039,carboxylic acid transmembrane transport,2,114,9.96E-08,biological_process,The process in which carboxylic acid is transported across a membrane.
GO:0000400,four-way junction DNA binding,1,6,1.07E-33,molecular_function,"Binding to a DNA segment containing four-way junctions, also known as Holliday junctions, a structure where two DNA double strands are held together by reciprocal exchange of two of the four strands, one strand each from the two original helices."
GO:0000217,DNA secondary structure binding,1,54,7.84E-05,molecular_function,"Binding to a DNA secondary structure element such as a four-way junction, a bubble, a loop, Y-form DNA, or a double-strand/single-strand junction."
GO:0080005,photosystem stoichiometry adjustment,1,3,9.04E-66,biological_process,Adjustment of Photosystem I/Photosystem II ratio in response to light conditions. The function of photosystem stoichiometry adjustment is to compensate for any deficiency in energy conversion at either photosystem I or photosystem II by increasing the quantity the photosystem that will otherwise become the rate-limiting to overall photosynthesis.
GO:0051775,response to redox state,1,6,1.07E-33,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating redox state. Redox state refers to the balance of oxidized versus reduced forms of electron donors and acceptors in an organelle, cell or organ; plastoquinone, glutathione (GSH/GSSG), and nicotinamide nucleotides (NAD+/NADH and NADP+/NADPH) are among the most important."
GO:0006302,double-strand break repair,1,167,3.76E-02,biological_process,The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix.
GO:0000724,double-strand break repair via homologous recombination,1,111,7.75E-03,biological_process,"The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."
GO:0009378,four-way junction helicase activity,1,10,8.13E-21,molecular_function,"Unwinding a DNA helix of DNA containing four-way junctions, including Holliday junctions, driven by ATP hydrolysis."
GO:0031297,replication fork processing,1,15,2.42E-14,biological_process,"The process in which a DNA replication fork that has stalled is restored to a functional state and replication is restarted. The stalling may be due to DNA damage, DNA secondary structure, bound proteins, dNTP shortage, or other causes."
GO:0043138,3'-5' DNA helicase activity,1,23,8.32E-10,molecular_function,"Unwinding a DNA helix in the direction 5' to 3', driven by ATP hydrolysis."
GO:0036297,interstrand cross-link repair,1,19,1.33E-11,biological_process,"Removal of a DNA interstrand crosslink (a covalent attachment of DNA bases on opposite strands of the DNA) and restoration of the DNA. DNA interstrand crosslinks occur when both strands of duplex DNA are covalently tethered together (e.g. by an exogenous or endogenous agent), thus preventing the strand unwinding necessary for essential DNA functions such as transcription and replication."
GO:0006310,DNA recombination,2,251,6.96E-04,biological_process,"Any process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents. In eukaryotes genetic recombination can occur by chromosome assortment, intrachromosomal recombination, or nonreciprocal interchromosomal recombination. Interchromosomal recombination occurs by crossing over. In bacteria it may occur by genetic transformation, conjugation, transduction, or F-duction."
GO:0000725,recombinational repair,1,118,1.02E-02,biological_process,"A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region."
GO:0071932,replication fork reversal,1,2,8.82E-98,biological_process,"Replication fork processing that involves the unwinding of blocked forks to form four-stranded structures resembling Holliday junctions, which are subsequently resolved."
GO:0045003,double-strand break repair via synthesis-dependent strand annealing,1,9,5.74E-23,biological_process,"SDSA is a major mechanism of double-strand break repair in mitosis which allows for the error-free repair of a double-strand break without the exchange of adjacent sequences. The broken DNA searches for and base pairs with a homologous region in an intact chromosome. DNA synthesis initiates from the 3' end of the invading DNA strand, using the intact chromosome as the template. Newly synthesized DNA is then displaced from the template and anneal with its complement on the other side of the double-strand break."
GO:0045005,DNA-templated DNA replication maintenance of fidelity,1,18,3.57E-12,biological_process,A DNA metabolic process that prevents or corrects errors to ensure that DNA is replicated accurately. Errors can be corrected either by intrinsic DNA polymerase proofreading activity or via mismatch repair.
GO:0010158,abaxial cell fate specification,1,16,1.57E-13,biological_process,"The process in which a cell becomes capable of differentiating autonomously into an abaxial cell in an environment that is neutral with respect to the developmental pathway; upon specification, the cell fate can be reversed."
GO:0080060,integument development,1,12,1.39E-17,biological_process,"The process whose specific outcome is the progression of the integument over time, from its formation to the mature structure. Integument is one of the layers of tissue that usually covers the ovule, enveloping the nucellus and forming the micropyle at the apex."
GO:0048481,plant ovule development,2,53,1.25E-15,biological_process,"The process whose specific outcome is the progression of the ovule over time, from its formation to the mature structure. The ovule is the structure in seed plants enclosing the female gametophyte, and is composed of the nucellus, one or two integuments, and the funiculus; it develops into the seed."
GO:0099402,plant organ development,5,1104,4.06E-04,biological_process,"Development of a plant organ, a multi-tissue plant structure that forms a functional unit."
GO:0001708,cell fate specification,1,42,6.66E-06,biological_process,"The cellular developmental process involved in cell fate commitment in which the cell is designated to follow a developmental path, unless they receive extrinsic cues that direct an alternative fate."
GO:0005048,signal sequence binding,1,73,7.74E-04,molecular_function,"Binding to a signal sequence, a specific peptide sequence found on protein precursors or mature proteins that dictates where the mature protein is localized."
GO:0006352,DNA-templated transcription initiation,1,156,2.99E-02,biological_process,"The initial step of transcription, consisting of the assembly of the RNA polymerase preinitiation complex (PIC) at a gene promoter, as well as the formation of the first few bonds of the RNA transcript. Transcription initiation includes abortive initiation events, which occur when the first few nucleotides are repeatedly synthesized and then released, and ends when promoter clearance takes place."
GO:0004222,metalloendopeptidase activity,1,158,3.13E-02,molecular_function,"Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions."
GO:0007389,pattern specification process,2,354,6.47E-03,biological_process,Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate.
GO:0010209,vacuolar sorting signal binding,1,2,8.82E-98,molecular_function,"Binding to a vacuolar sorting signal, a specific peptide sequence that acts as a signal to localize the protein within the vacuole."
GO:0009944,polarity specification of adaxial/abaxial axis,1,28,2.83E-08,biological_process,The process resulting in the establishment of polarity along the adaxial/abaxial axis. Adaxial refers to being situated toward an axis of an anatomical structure. Abaxial refers to being situated away from an axis of an anatomical structure.
GO:0031163,metallo-sulfur cluster assembly,1,70,5.84E-04,biological_process,The incorporation of a metal and exogenous sulfur into a metallo-sulfur cluster.
GO:0016226,iron-sulfur cluster assembly,1,70,5.84E-04,biological_process,The incorporation of iron and exogenous sulfur into a metallo-sulfur cluster.
GO:0042277,peptide binding,1,106,6.26E-03,molecular_function,"Binding to a peptide, an organic compound comprising two or more amino acids linked by peptide bonds."
GO:0033218,amide binding,2,163,1.25E-05,molecular_function,"Binding to an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group."
GO:0005829,cytosol,11,2692,2.05E-06,cellular_component,"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
GO:0065001,specification of axis polarity,1,38,2.09E-06,biological_process,The pattern specification process in which the polarity of a body or organ axis is established and maintained.
GO:0051726,regulation of cell cycle,2,318,3.47E-03,biological_process,Any process that modulates the rate or extent of progression through the cell cycle.
GO:0051604,protein maturation,1,173,4.22E-02,biological_process,Any process leading to the attainment of the full functional capacity of a protein.
GO:0022607,cellular component assembly,5,1313,2.07E-03,biological_process,"The aggregation, arrangement and bonding together of a cellular component."
GO:0042127,regulation of cell population proliferation,1,97,4.04E-03,biological_process,"Any process that modulates the frequency, rate or extent of cell proliferation."
GO:0106035,protein maturation by [4Fe-4S] cluster transfer,1,4,9.55E-50,biological_process,The transfer of an assembled 4Fe-4S] cluster from a scaffold protein to an acceptor protein that contributes to the attainment of the full functional capacity of a protein.
GO:0009735,response to cytokinin,1,78,1.18E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokinin stimulus."
GO:0009927,histidine phosphotransfer kinase activity,1,16,1.57E-13,molecular_function,Serves as a phospho-His intermediate enabling the transfer of phospho group between a hybrid kinase and a response regulator.
GO:0097428,protein maturation by iron-sulfur cluster transfer,1,15,2.42E-14,biological_process,The transfer of an assembled iron-sulfur cluster from a scaffold protein to an acceptor protein that contributes to the attainment of the full functional capacity of a protein.
GO:1990067,intrachromosomal DNA recombination,1,2,8.82E-98,biological_process,The process of DNA recombination occurring within a single chromosome.
GO:0010089,xylem development,3,50,2.03E-35,biological_process,The formation of the principal water-conducting tissue of a vascular plant.
GO:0060089,molecular transducer activity,3,259,2.96E-07,molecular_function,A compound molecular function in which an effector function is controlled by one or more regulatory components.
GO:0009736,cytokinin-activated signaling pathway,2,85,4.37E-10,biological_process,"The series of molecular signals generated by the binding of a cytokinin to a receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."
GO:0009643,photosynthetic acclimation,1,11,4.70E-19,biological_process,A response to light intensity in which exposure to medium-intensity light results in increased tolerance to high-intensity light.
GO:0009657,plastid organization,2,304,2.62E-03,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plastid."
GO:0015079,potassium ion transmembrane transporter activity,2,151,5.09E-06,molecular_function,Enables the transfer of potassium ions (K+) from one side of a membrane to the other.
GO:0009658,chloroplast organization,2,261,9.30E-04,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the chloroplast."
GO:0015291,secondary active transmembrane transporter activity,3,498,6.26E-04,molecular_function,"Enables the transfer of a solute from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy, not direct ATP coupling. Secondary active transporters include symporters and antiporters."
GO:0015297,antiporter activity,3,347,1.65E-05,molecular_function,Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported in opposite directions in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy. The reaction is: solute A(out) + solute B(in) = solute A(in) + solute B(out).
GO:0010087,phloem or xylem histogenesis,3,172,1.05E-10,biological_process,"The process whose specific outcome is the progression of phloem and/or xylem over time, from formation to the mature structure. An example of this process is found in Arabidopsis thaliana."
GO:0015386,potassium:proton antiporter activity,1,21,1.28E-10,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: K+(in) + H+(out) = K+(out) + H+(in).
GO:0022821,solute:potassium antiporter activity,1,24,1.89E-09,molecular_function,Catalysis of the active transport of a potassium ion across a membrane by a mechanism whereby two or more species are transported in opposite directions in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy.
GO:1905157,positive regulation of photosynthesis,1,4,9.55E-50,biological_process,"Any process that activates or increases the frequency, rate or extent of photosynthesis."
GO:0140828,metal cation:monoatomic cation antiporter activity,2,100,1.07E-08,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: solute(out) + Na+(in) = solute(in) + Na+(out).
GO:0007275,multicellular organism development,6,1258,6.14E-05,biological_process,The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).
GO:0009793,embryo development ending in seed dormancy,4,819,7.43E-04,biological_process,"The process whose specific outcome is the progression of the embryo over time, from zygote formation to the end of seed dormancy. An example of this process is found in Arabidopsis thaliana."
GO:0009790,embryo development,4,863,1.18E-03,biological_process,"The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."
GO:0022853,active monoatomic ion transmembrane transporter activity,2,389,1.07E-02,molecular_function,Enables the transfer of an ion from one side of a membrane to the other up the solute's concentration gradient. This is carried out by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction.
GO:0048522,positive regulation of cellular process,5,1273,1.58E-03,biological_process,"Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."
GO:0009965,leaf morphogenesis,1,93,3.25E-03,biological_process,The process in which the anatomical structures of the leaf are generated and organized.
GO:0045962,"positive regulation of development, heterochronic",1,10,8.13E-21,biological_process,Any process that modulates the consistent predetermined time point at which an integrated living unit or organism progresses from an initial condition to a later condition and increases the rate at which this time point is reached.
GO:0001216,DNA-binding transcription activator activity,2,37,5.84E-22,molecular_function,A DNA-binding transcription factor activity that activates or increases transcription of specific gene sets.
GO:0090698,post-embryonic plant morphogenesis,3,103,1.59E-17,biological_process,"The process, occurring after plant embryonic development, by which anatomical structures are generated and organized."
GO:0048826,cotyledon morphogenesis,1,7,4.20E-29,biological_process,"The process in which the anatomical structures of the cotyledon are generated and organized. The cotyledon is the modified leaf (seed leaf), found as part of the embryo in plant seeds. It is involved in either storage or absorption of food reserves. Dicotyledonous seeds contain two cotyledons, while monocotyledonous seeds contain only one. The cotyledons may appear above ground and show photosynthetic activity in the seedling."
GO:0048825,cotyledon development,1,40,3.84E-06,biological_process,"The process whose specific outcome is the progression of the cotyledon over time, from its formation to the mature structure. The cotyledon is the modified leaf (seed leaf), found as part of the embryo in plant seeds. It is involved in either storage or absorption of food reserves. Dicotyledonous seeds contain two cotyledons, while monocotyledonous seeds contain only one. The cotyledons may appear above ground and show photosynthetic activity in the seedling."
GO:0005576,extracellular region,11,3430,1.28E-04,cellular_component,The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.
GO:0051139,metal cation:proton antiporter activity,1,90,2.72E-03,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: metal ion(in) + H+(out) = metal ion(out) + H+(in).
GO:0009526,plastid envelope,3,574,1.92E-03,cellular_component,The double lipid bilayer enclosing a plastid and separating its contents from the rest of the cytoplasm; includes the intermembrane space.
GO:0031967,organelle envelope,3,672,5.67E-03,cellular_component,"A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."
GO:0005875,microtubule associated complex,1,99,4.48E-03,cellular_component,Any multimeric complex connected to a microtubule.
GO:0031975,envelope,3,672,5.67E-03,cellular_component,"A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers."
GO:0040007,growth,6,1480,4.17E-04,biological_process,"The increase in size or mass of an entire organism, a part of an organism or a cell."
GO:0048598,embryonic morphogenesis,1,18,3.57E-12,biological_process,"The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."
GO:0009941,chloroplast envelope,3,567,1.75E-03,cellular_component,The double lipid bilayer enclosing the chloroplast and separating its contents from the rest of the cytoplasm; includes the intermembrane space.
GO:0048589,developmental growth,5,1185,8.17E-04,biological_process,"The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."
GO:0071554,cell wall organization or biogenesis,4,1102,7.55E-03,biological_process,"A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cell wall."
GO:0004888,transmembrane signaling receptor activity,1,99,4.48E-03,molecular_function,Combining with an extracellular or intracellular signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity or state as part of signal transduction.
GO:0006955,immune response,2,222,2.60E-04,biological_process,Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat.
GO:0009620,response to fungus,6,1271,7.00E-05,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a fungus."
GO:0009789,positive regulation of abscisic acid-activated signaling pathway,1,53,6.66E-05,biological_process,"Any process that activates or increases the frequency, rate or extent of abscisic acid (ABA) signaling."
GO:0002376,immune system process,3,277,8.27E-07,biological_process,"Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
GO:0010647,positive regulation of cell communication,2,106,2.99E-08,biological_process,"Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."
GO:0019199,transmembrane receptor protein kinase activity,1,42,6.66E-06,molecular_function,Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: a protein + ATP = a phosphoprotein + ADP.
GO:0045087,innate immune response,2,207,1.41E-04,biological_process,Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens.
GO:0050832,defense response to fungus,4,1000,3.80E-03,biological_process,Reactions triggered in response to the presence of a fungus that act to protect the cell or organism.
GO:0009555,pollen development,2,282,1.60E-03,biological_process,"The process whose specific outcome is the progression of the pollen grain over time, from its formation to the mature structure. The process begins with the meiosis of the microsporocyte to form four haploid microspores. The nucleus of each microspore then divides by mitosis to form a two-celled organism, the pollen grain, that contains a tube cell as well as a smaller generative cell. The pollen grain is surrounded by an elaborate cell wall. In some species, the generative cell immediately divides again to give a pair of sperm cells. In most flowering plants, however this division takes place later, in the tube that develops when a pollen grain germinates."
GO:0000038,very long-chain fatty acid metabolic process,1,43,8.60E-06,biological_process,"The chemical reactions and pathways involving a very long chain fatty acid, a fatty acid with an aliphatic tail of 22 or more carbons."
GO:0009967,positive regulation of signal transduction,2,102,1.52E-08,biological_process,"Any process that activates or increases the frequency, rate or extent of signal transduction."
GO:0010025,wax biosynthetic process,1,44,1.10E-05,biological_process,"The chemical reactions and pathways resulting in the formation of wax, which includes C16 and C18 fatty acids."
GO:0010166,wax metabolic process,1,46,1.74E-05,biological_process,"The chemical reactions and pathways involving wax, a compound containing C16 and C18 fatty acids."
GO:0048584,positive regulation of response to stimulus,3,294,1.95E-06,biological_process,"Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."
GO:0048229,gametophyte development,2,386,1.03E-02,biological_process,"The process whose specific outcome is the progression of the gametophyte over time, from its formation to the mature structure. The gametophyte is the gamete-producing individual or phase in the life cycle having alternation of generations. An example of this process is found in Arabidopsis thaliana."
GO:0023056,positive regulation of signaling,2,103,1.81E-08,biological_process,"Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."
GO:1901568,fatty acid derivative metabolic process,1,63,2.74E-04,biological_process,The chemical reactions and pathways involving fatty acid derivative.
GO:1901570,fatty acid derivative biosynthetic process,1,49,3.24E-05,biological_process,The chemical reactions and pathways resulting in the formation of fatty acid derivative.
GO:0098727,maintenance of cell number,2,110,5.57E-08,biological_process,Any process by which the numbers of cells of a particular type or in a tissue are maintained.
