,Table S10. GO enrichment of cluster 3,,,,,
GO:0030036,actin cytoskeleton organization,1,26,4.85E-09,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."
GO:0048869,cellular developmental process,4,1186,1.01E-02,biological_process,A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition.
GO:0090627,plant epidermal cell differentiation,1,122,1.04E-02,biological_process,The process in which a relatively unspecialized cell acquires specialized features of a plant epidermal cell.
GO:0004180,carboxypeptidase activity,1,178,4.21E-02,molecular_function,Catalysis of the hydrolysis of a single C-terminal amino acid residue from a polypeptide chain.
GO:0008235,metalloexopeptidase activity,1,48,1.99E-05,molecular_function,"Catalysis of the hydrolysis of a peptide bond not more than three residues from the N- or C-terminus of a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions."
GO:0008237,metallopeptidase activity,2,242,4.18E-04,molecular_function,"Catalysis of the hydrolysis of peptide bonds by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions."
GO:0004181,metallocarboxypeptidase activity,1,8,2.31E-26,molecular_function,"Catalysis of the hydrolysis of a single C-terminal amino acid residue from a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions."
GO:0033263,CORVET complex,1,7,6.50E-30,cellular_component,"A multimeric protein complex that acts as an endosomal tethering complex (CORVET = class C core vacuole/endosome tethering) by cooperating with Rab GTPases to capture endosomal vesicles and trap them prior to the action of SNAREs; the complex is involved in endo-lysosomal biogenesis and required for transport between endosome and vacuole. The Saccharomyces cerevisiae complex contains Vps8p, Vps3p, Pep5p, Vps16p, Pep3p, and Vps33p."
GO:0010075,regulation of meristem growth,1,71,5.27E-04,biological_process,Any process involved in maintaining the size and shape of a meristem.
GO:0010073,meristem maintenance,1,112,7.07E-03,biological_process,"Any process involved in maintaining the identity, size and shape of a meristem."
GO:0040008,regulation of growth,2,416,1.29E-02,biological_process,"Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."
GO:0099023,vesicle tethering complex,1,156,2.70E-02,cellular_component,Any protein complex that plays a role in vesicle tethering.
GO:0010015,root morphogenesis,2,407,1.16E-02,biological_process,"The process in which the anatomical structures of roots are generated and organized. The root is the usually underground part of a seed plant body that originates from the hypocotyl, functions as an organ of absorption, aeration, and food storage or as a means of anchorage and support."
GO:0042393,histone binding,2,145,2.12E-06,molecular_function,"Binding to a histone, any of a group of water-soluble proteins found in association with the DNA of eukaryotic or archaeal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in gene regulation and DNA replication. They may be chemically modified (methylated, acetlyated and others) to regulate gene transcription."
GO:1905392,plant organ morphogenesis,3,660,4.17E-03,biological_process,The developmental process by which a plant organ is generated and organized.
GO:0010286,heat acclimation,4,72,2.15E-44,biological_process,Any process that increases heat tolerance of an organism in response to high temperatures.
GO:0009790,embryo development,6,863,1.02E-07,biological_process,"The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."
GO:0006325,chromatin organization,5,422,1.34E-11,biological_process,"The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA."
GO:0006338,chromatin remodeling,5,364,1.73E-13,biological_process,"A dynamic process of chromatin reorganization resulting in changes to chromatin structure. These changes allow DNA metabolic processes such as transcriptional regulation, DNA recombination, DNA repair, and DNA replication."
GO:0009793,embryo development ending in seed dormancy,6,819,3.63E-08,biological_process,"The process whose specific outcome is the progression of the embryo over time, from zygote formation to the end of seed dormancy. An example of this process is found in Arabidopsis thaliana."
GO:0007275,multicellular organism development,8,1258,7.95E-09,biological_process,The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).
GO:0031490,chromatin DNA binding,1,50,2.98E-05,molecular_function,Binding to DNA that is assembled into chromatin.
GO:0040029,epigenetic regulation of gene expression,4,213,3.61E-15,biological_process,"A process that modulates the frequency, rate or extent of gene expression through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or cytosine methylation of DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."
GO:0009532,plastid stroma,5,683,4.62E-07,cellular_component,The proteinaceous ground substance of plastids.
GO:1900034,regulation of cellular response to heat,1,12,4.65E-18,biological_process,"Any process that modulates the frequency, rate or extent of cellular response to heat."
GO:0009570,chloroplast stroma,5,679,4.18E-07,cellular_component,"The space enclosed by the double membrane of a chloroplast but excluding the thylakoid space. It contains DNA, ribosomes and some temporary products of photosynthesis."
GO:0071824,protein-DNA complex organization,5,475,2.81E-10,biological_process,"Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein-DNA complex."
GO:1900036,positive regulation of cellular response to heat,1,6,1.22E-34,biological_process,"Any process that activates or increases the frequency, rate or extent of cellular response to heat."
GO:0009536,plastid,19,5571,4.43E-08,cellular_component,"Any member of a family of organelles found in the cytoplasm of plants and some protists, which are membrane-bounded and contain DNA. Plant plastids develop from a common type, the proplastid."
GO:0004222,metalloendopeptidase activity,1,158,2.83E-02,molecular_function,"Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions."
GO:0009507,chloroplast,17,5122,4.54E-07,cellular_component,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma."
GO:0043933,protein-containing complex organization,6,1349,1.02E-04,biological_process,"Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."
GO:0031365,N-terminal protein amino acid modification,1,28,1.75E-08,biological_process,The alteration of the N-terminal amino acid residue in a protein.
GO:0006914,autophagy,1,70,4.77E-04,biological_process,The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation.
GO:0009894,regulation of catabolic process,1,184,4.68E-02,biological_process,"Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."
GO:0009896,positive regulation of catabolic process,1,111,6.78E-03,biological_process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."
GO:0012502,induction of programmed cell death,1,2,1.34E-100,biological_process,A process which directly activates any of the steps required for programmed cell death.
GO:0010506,regulation of autophagy,1,22,1.86E-10,biological_process,"Any process that modulates the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."
GO:0031329,regulation of cellular catabolic process,1,89,2.18E-03,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."
GO:0005516,calmodulin binding,3,222,1.25E-08,molecular_function,"Binding to calmodulin, a calcium-binding protein with many roles, both in the calcium-bound and calcium-free states."
GO:0051087,protein-folding chaperone binding,2,86,3.02E-10,molecular_function,"Binding to a chaperone protein, a class of proteins that bind to nascent or unfolded polypeptides and ensure correct folding or transport."
GO:0061919,process utilizing autophagic mechanism,1,70,4.77E-04,biological_process,"A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."
GO:0031331,positive regulation of cellular catabolic process,1,46,1.29E-05,biological_process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."
GO:0031325,positive regulation of cellular metabolic process,4,1001,3.07E-03,biological_process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."
GO:0048284,organelle fusion,1,99,3.87E-03,biological_process,The creation of a single organelle from two or more organelles.
GO:0010197,polar nucleus fusion,1,37,1.05E-06,biological_process,"The merging of the polar nuclei, the two nuclei contained within the same cell that are created from the mitotic division of the megaspore during angiosperm reproduction. Polar nuclear fusion takes place in the ovule, forming in the fusion nucleus and giving rise to the endosperm when fertilized."
GO:0006766,vitamin metabolic process,2,175,2.00E-05,biological_process,The chemical reactions and pathways involving vitamins. Vitamin is a general term for a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body. Vitamins may be water-soluble or fat-soluble and usually serve as components of coenzyme systems.
GO:0000741,karyogamy,1,37,1.05E-06,biological_process,The creation of a single nucleus from multiple nuclei as a result of fusing the lipid bilayers that surround each nuclei.
GO:0006997,nucleus organization,1,57,9.73E-05,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nucleus."
GO:0006767,water-soluble vitamin metabolic process,2,137,9.91E-07,biological_process,The chemical reactions and pathways involving any of a diverse group of vitamins that are soluble in water.
GO:0010508,positive regulation of autophagy,1,9,1.34E-23,biological_process,"Any process that activates, maintains or increases the rate of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."
GO:0006768,biotin metabolic process,1,9,1.34E-23,biological_process,"The chemical reactions and pathways involving biotin, cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid; the (+) enantiomer is very widely distributed in cells and serves as a carrier in a number of enzymatic beta-carboxylation reactions."
GO:0009110,vitamin biosynthetic process,2,154,4.54E-06,biological_process,"The chemical reactions and pathways resulting in the formation of a vitamin, one of a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body."
GO:0006790,sulfur compound metabolic process,3,895,2.46E-02,biological_process,"The chemical reactions and pathways involving the nonmetallic element sulfur or compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."
GO:0044272,sulfur compound biosynthetic process,3,448,1.86E-04,biological_process,"The chemical reactions and pathways resulting in the formation of compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."
GO:0042364,water-soluble vitamin biosynthetic process,2,121,1.61E-07,biological_process,The chemical reactions and pathways resulting in the formation of any of a diverse group of vitamins that are soluble in water.
GO:0008710,8-amino-7-oxononanoate synthase activity,1,1,2.49E-199,molecular_function,Catalysis of the reaction: L-alanine + H+ + pimelyl-CoA = 8-amino-7-oxononanoate + CO2 + CoA.
GO:0019842,vitamin binding,2,362,6.23E-03,molecular_function,"Binding to a vitamin, one of a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body."
GO:0070279,vitamin B6 binding,2,256,6.48E-04,molecular_function,"Binding to a vitamin B6 compound: pyridoxal, pyridoxamine, pyridoxine, or the active form, pyridoxal phosphate."
GO:0030170,pyridoxal phosphate binding,2,256,6.48E-04,molecular_function,"Binding to pyridoxal 5' phosphate, 3-hydroxy-5-(hydroxymethyl)-2-methyl4-pyridine carboxaldehyde 5' phosphate, the biologically active form of vitamin B6."
GO:0000792,heterochromatin,1,13,8.88E-17,cellular_component,A compact and highly condensed form of chromatin that is refractory to transcription.
GO:0000785,chromatin,2,107,2.13E-08,cellular_component,"The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."
GO:0072330,monocarboxylic acid biosynthetic process,2,367,6.73E-03,biological_process,"The chemical reactions and pathways resulting in the formation of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."
GO:0008213,protein alkylation,2,177,2.26E-05,biological_process,The addition of an alkyl group to a protein amino acid. Alkyl groups are derived from alkanes by removal of one hydrogen atom.
GO:0006479,protein methylation,2,177,2.26E-05,biological_process,The addition of a methyl group to a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom.
GO:0016570,histone modification,2,270,9.63E-04,biological_process,The covalent alteration of one or more amino acid residues within a histone protein.
GO:0032259,methylation,2,454,1.96E-02,biological_process,The process in which a methyl group is covalently attached to a molecule.
GO:0016571,histone methylation,2,115,7.18E-08,biological_process,The modification of histones by addition of methyl groups.
GO:0009102,biotin biosynthetic process,1,9,1.34E-23,biological_process,"The chemical reactions and pathways resulting in the formation of biotin, cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid."
GO:0018027,peptidyl-lysine dimethylation,1,6,1.22E-34,biological_process,"The methylation of peptidyl-lysine to form peptidyl-N6,N6-dimethyl-L-lysine."
GO:0032993,protein-DNA complex,2,247,4.91E-04,cellular_component,A macromolecular complex containing both protein and DNA molecules.
GO:0043414,macromolecule methylation,2,364,6.43E-03,biological_process,"The covalent attachment of a methyl residue to one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule."
GO:0034968,histone lysine methylation,2,99,5.19E-09,biological_process,The modification of a histone by addition of one or more methyl groups to a lysine residue.
GO:0044030,regulation of DNA methylation,1,25,2.36E-09,biological_process,"Any process that modulates the frequency, rate or extent of the covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine."
GO:0018022,peptidyl-lysine methylation,2,117,9.49E-08,biological_process,"The methylation of peptidyl-lysine to form either the mono-, di- or trimethylated derivative."
GO:0061647,histone H3-K9 modification,1,3,1.19E-67,biological_process,The modification of histone H3 at a lysine in position 9 of the histone.
GO:0051567,histone H3-K9 methylation,1,3,1.19E-67,biological_process,The modification of histone H3 by addition of one or more methyl groups to lysine at position 9 of the histone.
GO:0000775,"chromosome, centromeric region",1,25,2.36E-09,cellular_component,"The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."
GO:0036123,histone H3-K9 dimethylation,1,3,1.19E-67,biological_process,The modification of histone H3 by addition of two methyl groups to lysine at position 9 of the histone.
GO:0032787,monocarboxylic acid metabolic process,3,1025,4.71E-02,biological_process,"The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."
GO:0031507,heterochromatin formation,1,68,3.88E-04,biological_process,"An epigenetic gene silencing mechanism in which chromatin is compacted into heterochromatin, resulting in a chromatin conformation refractory to transcription. This process starts with heterochromatin nucleation, its spreading, and ends with heterochromatin boundary formation."
GO:0070828,heterochromatin organization,1,72,5.80E-04,biological_process,"Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic heterochromatin, a compact and highly condensed form of chromatin."
GO:0010605,negative regulation of macromolecule metabolic process,3,930,2.97E-02,biological_process,"Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
GO:0006346,DNA methylation-dependent heterochromatin formation,1,46,1.29E-05,biological_process,"Repression of transcription by methylation of DNA, leading to the formation of heterochromatin."
GO:0010629,negative regulation of gene expression,2,457,2.02E-02,biological_process,"Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."
GO:0098687,chromosomal region,1,33,2.23E-07,cellular_component,Any subdivision of a chromosome along its length.
GO:0035064,methylated histone binding,1,24,1.09E-09,molecular_function,Binding to a histone in which a residue has been modified by methylation.
GO:0140030,modification-dependent protein binding,1,64,2.48E-04,molecular_function,Binding to a protein upon post-translation modification of the target protein.
GO:0140034,methylation-dependent protein binding,1,24,1.09E-09,molecular_function,Binding to a protein upon methylation of the target protein.
GO:0045814,"negative regulation of gene expression, epigenetic",1,109,6.22E-03,biological_process,"An epigenetic process that silences gene expression at specific genomic regions through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the cytosine DNA methylation."
GO:0008936,nicotinamidase activity,1,3,1.19E-67,molecular_function,Catalysis of the reaction: nicotinamide + H2O = nicotinate + NH3.
GO:0140718,facultative heterochromatin formation,1,48,1.99E-05,biological_process,"The compaction of chromatin into a conformation that is refactory to transcription but that be converted to euchromatin and allow transcription in specific contexts. These can be temporal (e.g., developmental states or specific cell-cycle stages), spatial (e.g., nuclear localization changes from the center to the periphery or vice versa due to exogenous factors/signals), or parental/heritable (e.g., monoallelic gene expression)."
GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",3,302,1.89E-06,molecular_function,"Catalysis of the hydrolysis of any carbon-nitrogen bond, C-N, with the exception of peptide bonds."
GO:0006753,nucleoside phosphate metabolic process,3,575,1.57E-03,biological_process,The chemical reactions and pathways involving any phosphorylated nucleoside.
GO:0009117,nucleotide metabolic process,3,556,1.21E-03,biological_process,"The chemical reactions and pathways involving a nucleotide, a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic nucleotides (nucleoside cyclic phosphates)."
GO:0019362,pyridine nucleotide metabolic process,1,104,4.96E-03,biological_process,"The chemical reactions and pathways involving a pyridine nucleotide, a nucleotide characterized by a pyridine derivative as a nitrogen base."
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",2,134,7.28E-07,molecular_function,Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a linear amide.
GO:0019363,pyridine nucleotide biosynthetic process,1,41,3.65E-06,biological_process,"The chemical reactions and pathways resulting in the formation of a pyridine nucleotide, a nucleotide characterized by a pyridine derivative as a nitrogen base."
GO:0009165,nucleotide biosynthetic process,3,385,3.91E-05,biological_process,"The chemical reactions and pathways resulting in the formation of nucleotides, any nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic-nucleotides (nucleoside cyclic phosphates)."
GO:0072524,pyridine-containing compound metabolic process,1,129,1.31E-02,biological_process,"The chemical reactions and pathways involving a pyridine-containing compound, i.e. any compound that contains pyridine or a formal derivative thereof."
GO:0043173,nucleotide salvage,1,23,4.67E-10,biological_process,"Any process which produces a nucleotide, a compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety, from derivatives of it without de novo synthesis."
GO:0072525,pyridine-containing compound biosynthetic process,1,63,2.19E-04,biological_process,"The chemical reactions and pathways resulting in the formation of a pyridine-containing compound, i.e. any compound that contains pyridine or a formal derivative thereof."
GO:0006771,riboflavin metabolic process,1,30,5.35E-08,biological_process,"The chemical reactions and pathways involving riboflavin (vitamin B2), the precursor for the coenzymes flavin mononucleotide (FMN) and flavin adenine dinucleotide (FAD)."
GO:1901293,nucleoside phosphate biosynthetic process,3,390,4.50E-05,biological_process,The chemical reactions and pathways resulting in the formation of a nucleoside phosphate.
GO:0019365,pyridine nucleotide salvage,1,3,1.19E-67,biological_process,"Any process that generates a pyridine nucleotide, a nucleotide characterized by a pyridine derivative as a nitrogen base, from derivatives of them without de novo synthesis."
GO:0042726,flavin-containing compound metabolic process,1,34,3.39E-07,biological_process,"The chemical reactions and pathways involving a flavin, any derivative of the dimethylisoalloxazine (7,8-dimethylbenzo[g]pteridine-2,4(3H,10H)-dione) skeleton, with a substituent on the 10 position."
GO:0042727,flavin-containing compound biosynthetic process,1,31,8.87E-08,biological_process,"The chemical reactions and pathways resulting in the formation of a flavin, any derivative of the dimethylisoalloxazine (7,8-dimethylbenzo[g]pteridine-2,4(3H,10H)-dione) skeleton, with a substituent on the 10 position."
GO:0009231,riboflavin biosynthetic process,1,29,3.12E-08,biological_process,"The chemical reactions and pathways resulting in the formation of riboflavin (vitamin B2), the precursor for the coenzymes flavin mononucleotide (FMN) and flavin adenine dinucleotide (FAD)."
GO:0003935,GTP cyclohydrolase II activity,1,7,6.50E-30,molecular_function,"Catalysis of the reaction: GTP + 3 H2O = 2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine + diphosphate + formate + 3 H+."
GO:0003933,GTP cyclohydrolase activity,1,9,1.34E-23,molecular_function,"Catalysis of the hydrolysis of the imidazole ring of GTP, releasing formate. Two C-N bonds are hydrolyzed and the pentase unit is isomerized."
GO:0055086,nucleobase-containing small molecule metabolic process,3,810,1.45E-02,biological_process,"The cellular chemical reactions and pathways involving a nucleobase-containing small molecule: a nucleobase, a nucleoside, or a nucleotide."
GO:0019238,cyclohydrolase activity,1,21,6.80E-11,molecular_function,"Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a cyclic amidine, a compound of the form R-C(=NH)-NH2, in a reaction that involves the opening of a ring."
GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",1,72,5.80E-04,molecular_function,"Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a cyclic amidine, a compound of the form R-C(=NH)-NH2."
GO:0008686,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity",1,11,1.43E-19,molecular_function,Catalysis of the reaction: D-ribulose 5-phosphate = (2S)-2-hydroxy-3-oxobutyl phosphate + formate + H+.
GO:0016877,"ligase activity, forming carbon-sulfur bonds",1,124,1.11E-02,molecular_function,"Catalysis of the joining of two molecules via a carbon-sulfur bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."
GO:0003987,acetate-CoA ligase activity,1,10,2.19E-21,molecular_function,Catalysis of the reaction: ATP + acetate + CoA = AMP + diphosphate + acetyl-CoA.
GO:0006083,acetate metabolic process,1,8,2.31E-26,biological_process,"The chemical reactions and pathways involving acetate, the anion of acetic acid."
GO:0016878,acid-thiol ligase activity,1,61,1.70E-04,molecular_function,"Catalysis of the joining of an acid and a thiol via a carbon-sulfur bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."
GO:0006084,acetyl-CoA metabolic process,2,53,4.62E-16,biological_process,"The chemical reactions and pathways involving acetyl-CoA, a derivative of coenzyme A in which the sulfhydryl group is acetylated; it is a metabolite derived from several pathways (e.g. glycolysis, fatty acid oxidation, amino-acid catabolism) and is further metabolized by the tricarboxylic acid cycle. It is a key intermediate in lipid and terpenoid biosynthesis."
GO:0006163,purine nucleotide metabolic process,2,428,1.49E-02,biological_process,"The chemical reactions and pathways involving a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0006085,acetyl-CoA biosynthetic process,2,33,3.49E-25,biological_process,"The chemical reactions and pathways resulting in the formation of acetyl-CoA, a derivative of coenzyme A in which the sulfhydryl group is acetylated."
GO:0006637,acyl-CoA metabolic process,2,79,4.46E-11,biological_process,"The chemical reactions and pathways involving acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group."
GO:0006164,purine nucleotide biosynthetic process,2,274,1.07E-03,biological_process,"The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0016405,CoA-ligase activity,1,64,2.48E-04,molecular_function,Catalysis of the reaction: substrate + ATP + CoASH = AMP + diphosphate + substrate-CoA.
GO:0016208,AMP binding,1,12,4.65E-18,molecular_function,"Binding to AMP, adenosine monophosphate."
GO:0009150,purine ribonucleotide metabolic process,2,293,1.71E-03,biological_process,"The chemical reactions and pathways involving a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0009260,ribonucleotide biosynthetic process,2,265,8.40E-04,biological_process,"The chemical reactions and pathways resulting in the formation of a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0009259,ribonucleotide metabolic process,2,344,4.66E-03,biological_process,"The chemical reactions and pathways involving a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0019693,ribose phosphate metabolic process,2,353,5.41E-03,biological_process,"The chemical reactions and pathways involving ribose phosphate, any phosphorylated ribose sugar."
GO:0033865,nucleoside bisphosphate metabolic process,2,128,3.77E-07,biological_process,"The chemical reactions and pathways involving a nucleoside bisphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."
GO:0033866,nucleoside bisphosphate biosynthetic process,2,73,6.47E-12,biological_process,"The chemical reactions and pathways resulting in the formation of a nucleoside bisphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."
GO:0033875,ribonucleoside bisphosphate metabolic process,2,128,3.77E-07,biological_process,"The chemical reactions and pathways involving a ribonucleoside bisphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."
GO:0035383,thioester metabolic process,2,79,4.46E-11,biological_process,"The chemical reactions and pathways involving a thioester, a compound of general formula RC(=O)SR' in which the linking oxygen in an ester is replaced by a sulfur atom. They are the product of esterification between a carboxylic acid and a thiol."
GO:0019427,acetyl-CoA biosynthetic process from acetate,1,7,6.50E-30,biological_process,"The chemical reactions and pathways resulting in the formation of acetyl-CoA from acetate, either directly or via acetylphosphate."
GO:0034033,purine nucleoside bisphosphate biosynthetic process,2,73,6.47E-12,biological_process,"The chemical reactions and pathways resulting in the formation of a purine nucleoside bisphosphate, a compound consisting of a purine base linked to a deoxyribose or ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."
GO:0034030,ribonucleoside bisphosphate biosynthetic process,2,73,6.47E-12,biological_process,"The chemical reactions and pathways resulting in the formation of a ribonucleoside bisphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."
GO:0034032,purine nucleoside bisphosphate metabolic process,2,128,3.77E-07,biological_process,"The chemical reactions and pathways involving a purine nucleoside bisphosphate, a compound consisting of a purine base linked to a deoxyribose or ribose sugar esterified with one phosphate group attached to each of two different hydroxyl groups on the sugar."
GO:0035384,thioester biosynthetic process,2,40,5.85E-21,biological_process,"The chemical reactions and pathways resulting in the formation of a thioester, a compound of general formula RC(=O)SR' in which the linking oxygen in an ester is replaced by a sulfur atom. They are the product of esterification between a carboxylic acid and a thiol."
GO:0046390,ribose phosphate biosynthetic process,2,270,9.63E-04,biological_process,"The chemical reactions and pathways resulting in the formation of ribose phosphate, any phosphorylated ribose sugar."
GO:0072521,purine-containing compound metabolic process,2,483,2.59E-02,biological_process,"The chemical reactions and pathways involving a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."
GO:0040034,"regulation of development, heterochronic",1,55,7.15E-05,biological_process,Any process that modulates the consistent predetermined time point at which an integrated living unit or organism progresses from an initial condition to a later condition and the rate at which this time point is reached.
GO:0009152,purine ribonucleotide biosynthetic process,2,215,1.53E-04,biological_process,"The chemical reactions and pathways resulting in the formation of a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0072522,purine-containing compound biosynthetic process,2,301,2.04E-03,biological_process,"The chemical reactions and pathways resulting in the formation of a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."
GO:0048506,regulation of timing of meristematic phase transition,1,41,3.65E-06,biological_process,"Any process that modulates the rate, frequency or extent of a change in identity of a meristem at a characteristic predetermined time point."
