,Table S8. GO enrichment of cluster 1,,,,,
GO:0051002,"ligase activity, forming nitrogen-metal bonds",1,11,7.77E-34,molecular_function,"Catalysis of the joining of a metal ion to a molecule via a nitrogen-metal bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."
GO:0038023,signaling receptor activity,1,211,8.91E-03,molecular_function,Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response.
GO:0048638,regulation of developmental growth,2,326,3.04E-05,biological_process,"Any process that modulates the frequency, rate or extent of developmental growth."
GO:0048872,homeostasis of number of cells,1,4,3.70E-90,biological_process,Any biological process involved in the maintenance of the steady-state number of cells within a population of cells.
GO:0048653,anther development,1,42,7.04E-10,biological_process,"The process whose specific outcome is the progression of the anther over time, from its formation to the mature structure."
GO:0048873,homeostasis of number of cells within a tissue,1,4,3.70E-90,biological_process,Any biological process involved in the maintenance of the steady-state number of cells within a population of cells in a tissue.
GO:0060089,molecular transducer activity,1,259,2.06E-02,molecular_function,A compound molecular function in which an effector function is controlled by one or more regulatory components.
GO:0060249,anatomical structure homeostasis,1,5,1.77E-72,biological_process,"A homeostatic process involved in the maintenance of an internal steady state within a defined anatomical structure of an organism, including control of cellular proliferation and death and control of metabolic function. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
GO:0048364,root development,2,659,6.79E-03,biological_process,"The process whose specific outcome is the progression of the root over time, from its formation to the mature structure. The root is the water- and mineral-absorbing part of a plant which is usually underground, does not bear leaves, tends to grow downwards and is typically derived from the radicle of the embryo."
GO:0010078,maintenance of root meristem identity,1,45,2.65E-09,biological_process,"The process in which an organism retains a population of root meristem cells, preventing the commitment of all stem cell progeny to a differentiated cell fate."
GO:0019827,stem cell population maintenance,1,110,1.81E-04,biological_process,The process by which an organism or tissue maintains a population of stem cells of a single type. This can be achieved by a number of mechanisms: stem cell asymmetric division maintains stem cell numbers; stem cell symmetric division increases them; maintenance of a stem cell niche maintains the conditions for commitment to the stem cell fate for some types of stem cell; stem cells may arise de novo from other cell types.
GO:0048527,lateral root development,1,55,7.81E-08,biological_process,"The process whose specific outcome is the progression of the lateral root over time, from its formation to the mature structure. A lateral root is one formed from pericycle cells located on the xylem radius of the root, as opposed to the initiation of the main root from the embryo proper."
GO:0048528,post-embryonic root development,1,69,1.76E-06,biological_process,"The process whose specific outcome is the progression of the post-embryonic root over time, from its formation to the mature structure."
GO:0098727,maintenance of cell number,1,110,1.81E-04,biological_process,Any process by which the numbers of cells of a particular type or in a tissue are maintained.
GO:1990110,callus formation,1,30,2.60E-13,biological_process,The process by which a callus is formed at a wound site. A plant callus is a portion of plant tissue that consists of mass of undifferentiated plant cells. It consists primarily of parenchyma cells but possibly contains other cell types as the callus begins to differentiate.
GO:0090696,post-embryonic plant organ development,1,72,2.93E-06,biological_process,"Development, taking place during the post-embryonic phase of a plant tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."
GO:0010074,maintenance of meristem identity,1,94,4.73E-05,biological_process,"The process in which an organism retains a population of meristem cells, preventing the commitment of all stem cell progeny to a differentiated cell fate."
GO:0022604,regulation of cell morphogenesis,1,121,3.72E-04,biological_process,"Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized."
GO:0001558,regulation of cell growth,1,143,1.15E-03,biological_process,"Any process that modulates the frequency, rate, extent or direction of cell growth."
GO:0051510,regulation of unidimensional cell growth,1,91,3.50E-05,biological_process,"Any process that modulates the frequency, rate or extent of unidimensional cell growth, the process in which a cell irreversibly increases in size in one [spatial] dimension or along one axis."
GO:0051513,regulation of monopolar cell growth,1,5,1.77E-72,biological_process,"Any process that modulates the frequency, rate or extent of monopolar cell growth, polarized growth from one end of a cell."
GO:0009057,macromolecule catabolic process,4,1358,2.64E-04,biological_process,"The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
GO:0030674,protein-macromolecule adaptor activity,1,206,8.00E-03,molecular_function,"The binding activity of a protein that brings together two or more macromolecules in contact, permitting those molecules to function in a coordinated way. The adaptor can bring together two proteins, or a protein and another macromolecule such as a lipid or a nucleic acid."
GO:0030162,regulation of proteolysis,1,80,9.58E-06,biological_process,"Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."
GO:0030163,protein catabolic process,3,402,1.52E-08,biological_process,"The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."
GO:0045862,positive regulation of proteolysis,1,64,6.74E-07,biological_process,"Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."
GO:0022603,regulation of anatomical structure morphogenesis,1,227,1.22E-02,biological_process,"Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."
GO:1903050,regulation of proteolysis involved in protein catabolic process,1,70,2.09E-06,biological_process,"Any process that modulates the frequency, rate or extent of proteolysis involved in cellular catabolic process."
GO:0008242,omega peptidase activity,1,30,2.60E-13,molecular_function,"Catalysis of the cleavage of non-standard peptide bonds releasing substituted amino acids such as pyroglutamate or cleave isopeptide bonds, such as many deubiquitinating enzymes."
GO:1901565,organonitrogen compound catabolic process,4,1031,1.14E-05,biological_process,The chemical reactions and pathways resulting in the breakdown of organonitrogen compound.
GO:0005773,vacuole,3,973,9.92E-04,cellular_component,"A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol."
GO:0000325,plant-type vacuole,2,714,1.04E-02,cellular_component,"A closed structure that is completely surrounded by a unit membrane, contains liquid, and retains the same shape regardless of cell cycle phase. An example of this structure is found in Arabidopsis thaliana."
GO:0005615,extracellular space,1,137,8.73E-04,cellular_component,"That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
GO:1903052,positive regulation of proteolysis involved in protein catabolic process,1,61,3.52E-07,biological_process,"Any process that activates or increases the frequency, rate or extent of proteolysis involved in protein catabolic process."
GO:0006760,folic acid-containing compound metabolic process,2,102,5.30E-15,biological_process,"The chemical reactions and pathways involving a folic acid-containing compound, i.e. any of a group of heterocyclic compounds based on the pteroic acid skeleton conjugated with one or more L-glutamic acid or L-glutamate units."
GO:0008234,cysteine-type peptidase activity,1,312,3.93E-02,molecular_function,Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile.
GO:0042558,pteridine-containing compound metabolic process,2,109,4.24E-14,biological_process,"The chemical reactions and pathways involving any compound containing pteridine (pyrazino(2,3-dipyrimidine)), e.g. pteroic acid, xanthopterin and folic acid."
GO:0034722,gamma-glutamyl-peptidase activity,1,5,1.77E-72,molecular_function,Catalysis of the cleavage of a gamma-linked glutamate bond.
GO:0006575,cellular modified amino acid metabolic process,2,135,1.47E-11,biological_process,"The chemical reactions and pathways involving compounds derived from amino acids, organic acids containing one or more amino substituents."
GO:0009072,aromatic amino acid metabolic process,1,280,2.73E-02,biological_process,"The chemical reactions and pathways involving aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan)."
GO:0016769,"transferase activity, transferring nitrogenous groups",1,168,2.92E-03,molecular_function,Catalysis of the transfer of a nitrogenous group from one compound (donor) to another (acceptor).
GO:0010817,regulation of hormone levels,3,381,5.45E-09,biological_process,"Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."
GO:0046900,tetrahydrofolylpolyglutamate metabolic process,2,12,3.48E-119,biological_process,"The chemical reactions and pathways involving tetrahydrofolylpolyglutamate, a folate derivative comprising tetrahydrofolate attached to a chain of glutamate residues."
GO:0006576,biogenic amine metabolic process,1,292,3.15E-02,biological_process,"The chemical reactions and pathways occurring at the level of individual cells involving any of a group of naturally occurring, biologically active amines, such as norepinephrine, histamine, and serotonin, many of which act as neurotransmitters."
GO:0065008,regulation of biological quality,3,784,1.47E-04,biological_process,"Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."
GO:0006586,indolalkylamine metabolic process,1,121,3.72E-04,biological_process,"The chemical reactions and pathways involving indolalkylamines, indole or indole derivatives containing a primary, secondary, or tertiary amine group."
GO:0008483,transaminase activity,1,167,2.83E-03,molecular_function,"Catalysis of the transfer of an amino group to an acceptor, usually a 2-oxo acid."
GO:0006568,tryptophan metabolic process,1,121,3.72E-04,biological_process,"The chemical reactions and pathways involving tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."
GO:0009850,auxin metabolic process,1,68,1.47E-06,biological_process,"The chemical reactions and pathways involving auxins, a group of plant hormones that regulate aspects of plant growth."
GO:0009851,auxin biosynthetic process,1,36,2.59E-11,biological_process,"The chemical reactions and pathways resulting in the formation of auxins, plant hormones that regulate aspects of plant growth."
GO:1901605,alpha-amino acid metabolic process,2,796,1.77E-02,biological_process,The chemical reactions and pathways involving an alpha-amino acid.
GO:0042430,indole-containing compound metabolic process,1,260,2.08E-02,biological_process,"The chemical reactions and pathways involving compounds that contain an indole (2,3-benzopyrrole) skeleton."
GO:0042445,hormone metabolic process,1,175,3.62E-03,biological_process,"The chemical reactions and pathways involving any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."
GO:0042446,hormone biosynthetic process,1,75,4.71E-06,biological_process,"The chemical reactions and pathways resulting in the formation of any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."
GO:0004838,L-tyrosine:2-oxoglutarate aminotransferase activity,1,11,7.77E-34,molecular_function,Catalysis of the reaction: L-tyrosine + 2-oxoglutarate = 4-hydroxyphenylpyruvate + L-glutamate.
GO:0006555,methionine metabolic process,1,80,9.58E-06,biological_process,"The chemical reactions and pathways involving methionine (2-amino-4-(methylthio)butanoic acid), a sulfur-containing, essential amino acid found in peptide linkage in proteins."
GO:0062012,regulation of small molecule metabolic process,2,215,1.43E-07,biological_process,"Any process that modulates the rate, frequency or extent of a small molecule metabolic process."
GO:0062014,negative regulation of small molecule metabolic process,2,19,8.87E-76,biological_process,"Any process that stops, prevents or reduces the frequency, rate or extent of a small molecule metabolic process."
GO:0000096,sulfur amino acid metabolic process,1,157,2.00E-03,biological_process,"The chemical reactions and pathways involving amino acids containing sulfur, comprising cysteine, homocysteine, methionine and selenocysteine."
GO:0006558,L-phenylalanine metabolic process,1,46,3.96E-09,biological_process,"The chemical reactions and pathways involving L-phenylalanine, the L-enantiomer of 2-amino-3-phenylpropanoic acid, i.e. (2S)-2-amino-3-phenylpropanoic acid."
GO:0006570,tyrosine metabolic process,1,25,1.05E-15,biological_process,"The chemical reactions and pathways involving tyrosine, an aromatic amino acid, 2-amino-3-(4-hydroxyphenyl)propanoic acid."
GO:0006521,regulation of cellular amino acid metabolic process,1,17,2.00E-22,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving amino acids."
GO:0006569,tryptophan catabolic process,1,13,7.23E-29,biological_process,"The chemical reactions and pathways resulting in the breakdown of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."
GO:0009063,amino acid catabolic process,1,142,1.10E-03,biological_process,"The chemical reactions and pathways resulting in the breakdown of amino acids, organic acids containing one or more amino substituents."
GO:0009066,aspartate family amino acid metabolic process,1,152,1.66E-03,biological_process,"The chemical reactions and pathways involving amino acids of the aspartate family, comprising asparagine, aspartate, lysine, methionine and threonine."
GO:0009641,shade avoidance,1,17,2.00E-22,biological_process,"Shade avoidance is a set of responses that plants display when they are subjected to the shade of another plant. It often includes elongation, altered flowering time, increased apical dominance and altered partitioning of resources. Plants are able to distinguish between the shade of an inanimate object (e.g. a rock) and the shade of another plant due to the altered balance between red and far-red light in the shade of a plant; this balance between red and far-red light is perceived by phytochrome."
GO:0010326,methionine-oxo-acid transaminase activity,1,4,3.70E-90,molecular_function,Catalysis of the reaction: methionine + a 2-oxo acid = 2-oxo-4-methylthiobutanoate + an amino acid.
GO:0009074,aromatic amino acid family catabolic process,1,38,8.74E-11,biological_process,"The chemical reactions and pathways resulting in the breakdown of aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan)."
GO:0009914,hormone transport,2,135,1.47E-11,biological_process,"The directed movement of hormones into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:0009698,phenylpropanoid metabolic process,1,161,2.31E-03,biological_process,The chemical reactions and pathways involving aromatic derivatives of trans-cinnamic acid.
GO:0010600,regulation of auxin biosynthetic process,1,16,9.79E-24,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of auxins, plant hormones that regulate aspects of plant growth."
GO:0030170,pyridoxal phosphate binding,1,256,1.97E-02,molecular_function,"Binding to pyridoxal 5' phosphate, 3-hydroxy-5-(hydroxymethyl)-2-methyl4-pyridine carboxaldehyde 5' phosphate, the biologically active form of vitamin B6."
GO:0010366,negative regulation of ethylene biosynthetic process,1,4,3.70E-90,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of an ethylene biosynthetic process."
GO:0010364,regulation of ethylene biosynthetic process,1,11,7.77E-34,biological_process,"Any process that modulates the frequency, rate, or extent of an ethylene biosynthetic process."
GO:0010565,regulation of cellular ketone metabolic process,2,154,3.05E-10,biological_process,"Any process that modulates the chemical reactions and pathways involving any of a class of organic compounds that contain the carbonyl group, CO, and in which the carbonyl group is bonded only to carbon atoms. The general formula for a ketone is RCOR, where R and R are alkyl or aryl groups."
GO:0031335,regulation of sulfur amino acid metabolic process,1,11,7.77E-34,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving sulfur amino acids."
GO:0031336,negative regulation of sulfur amino acid metabolic process,1,4,3.70E-90,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving sulfur amino acids."
GO:0032350,regulation of hormone metabolic process,2,28,7.86E-52,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving any hormone."
GO:0032351,negative regulation of hormone metabolic process,2,5,6.11E-284,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving any hormone."
GO:0033239,negative regulation of amine metabolic process,1,2,1.81E-178,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving amines."
GO:0042436,indole-containing compound catabolic process,1,18,2.92E-21,biological_process,"The chemical reactions and pathways resulting in the breakdown of compounds that contain an indole (2,3-benzopyrrole) skeleton."
GO:0033238,regulation of amine metabolic process,1,17,2.00E-22,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform amines."
GO:0042762,regulation of sulfur metabolic process,1,35,1.34E-11,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving sulfur, the nonmetallic element sulfur or compounds that contain sulfur."
GO:0050362,L-tryptophan:2-oxoglutarate aminotransferase activity,1,4,3.70E-90,molecular_function,Catalysis of the reaction: L-tryptophan + 2-oxoglutarate = indolepyruvate + L-glutamate.
GO:0045763,negative regulation of cellular amino acid metabolic process,1,2,1.81E-178,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving amino acid."
GO:0032353,negative regulation of hormone biosynthetic process,2,2,0.00E+00,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of hormones."
GO:0070279,vitamin B6 binding,1,256,1.97E-02,molecular_function,"Binding to a vitamin B6 compound: pyridoxal, pyridoxamine, pyridoxine, or the active form, pyridoxal phosphate."
GO:0070529,L-tryptophan aminotransferase activity,1,4,3.70E-90,molecular_function,"Catalysis of the transfer of an amino group from L-tryptophan to an acceptor, usually a 2-oxo acid."
GO:0046885,regulation of hormone biosynthetic process,2,21,1.10E-68,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of hormones."
GO:0051175,negative regulation of sulfur metabolic process,1,4,3.70E-90,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving sulfur or compounds containing sulfur."
GO:0060918,auxin transport,2,132,8.39E-12,biological_process,"The directed movement of auxin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Auxins are a group of plant hormones that regulates aspects of plant growth."
GO:0070547,L-tyrosine aminotransferase activity,1,11,7.77E-34,molecular_function,"Catalysis of the transfer of an amino group from L-tyrosine to an acceptor, usually a 2-oxo acid."
GO:0090354,regulation of auxin metabolic process,1,22,1.18E-17,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving auxins, plant hormones that regulate aspects of plant growth."
GO:0090356,negative regulation of auxin metabolic process,1,4,3.70E-90,biological_process,"Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving auxins, plant hormones that regulate aspects of plant growth."
GO:1900908,regulation of olefin metabolic process,1,11,7.77E-34,biological_process,"Any process that modulates the frequency, rate or extent of olefin metabolic process."
GO:1900909,negative regulation of olefin metabolic process,1,4,3.70E-90,biological_process,"Any process that stops, prevents or reduces the frequency, rate or extent of olefin metabolic process."
GO:1900912,negative regulation of olefin biosynthetic process,1,4,3.70E-90,biological_process,"Any process that stops, prevents or reduces the frequency, rate or extent of olefin biosynthetic process."
GO:1900911,regulation of olefin biosynthetic process,1,11,7.77E-34,biological_process,"Any process that modulates the frequency, rate or extent of olefin biosynthetic process."
GO:0090357,regulation of tryptophan metabolic process,1,6,1.10E-60,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."
GO:1901606,alpha-amino acid catabolic process,1,134,7.55E-04,biological_process,The chemical reactions and pathways resulting in the breakdown of an alpha-amino acid.
GO:1902221,erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process,1,46,3.96E-09,biological_process,The chemical reactions and pathways involving erythrose 4-phosphate/phosphoenolpyruvate family amino acid.
GO:0004252,serine-type endopeptidase activity,1,310,3.85E-02,molecular_function,"Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
GO:0009533,chloroplast stromal thylakoid,1,10,4.61E-37,cellular_component,Unstacked thylakoids that connect the grana stacks through the stroma.
GO:1901996,regulation of indoleacetic acid biosynthetic process via tryptophan,1,1,0.00E+00,biological_process,"Any process that modulates the frequency, rate or extent of indoleacetic acid biosynthetic process via tryptophan."
GO:0009657,plastid organization,2,304,1.43E-05,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plastid."
GO:0009535,chloroplast thylakoid membrane,2,379,1.32E-04,cellular_component,The pigmented membrane of a chloroplast thylakoid. An example of this component is found in Arabidopsis thaliana.
GO:0019867,outer membrane,4,553,1.63E-10,cellular_component,The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites.
GO:0010206,photosystem II repair,1,14,6.50E-27,biological_process,Proteolysis of the damaged D1 protein and re-assembly of a new D1 subunit in the photosystem II following photoinhibition.
GO:0030091,protein repair,1,25,1.05E-15,biological_process,The process of restoring a protein to its original state after damage by such things as oxidation or spontaneous decomposition of residues.
GO:0009658,chloroplast organization,2,261,2.27E-06,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the chloroplast."
GO:0031967,organelle envelope,2,672,7.55E-03,cellular_component,"A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."
GO:0031968,organelle outer membrane,4,544,1.10E-10,cellular_component,"The outer, i.e. cytoplasm-facing in a cellular organelle, lipid bilayer of an organelle envelope."
GO:0031975,envelope,2,672,7.55E-03,cellular_component,"A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers."
GO:0034357,photosynthetic membrane,2,415,2.92E-04,cellular_component,"A membrane enriched in complexes formed of reaction centers, accessory pigments and electron carriers, in which photosynthetic reactions take place."
GO:1901997,negative regulation of indoleacetic acid biosynthetic process via tryptophan,1,1,0.00E+00,biological_process,"Any process that stops, prevents or reduces the frequency, rate or extent of indoleacetic acid biosynthetic process via tryptophan."
GO:0042651,thylakoid membrane,2,415,2.92E-04,cellular_component,The pigmented membrane of any thylakoid.
GO:0042170,plastid membrane,3,557,2.80E-06,cellular_component,Either of the lipid bilayers that surround a plastid and form the plastid envelope.
GO:0005667,transcription regulator complex,1,251,1.82E-02,cellular_component,"A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."
GO:0070176,DRM complex,1,16,9.79E-24,cellular_component,"A transcriptional repressor complex that contains the lin-9, lin-35, lin-37, lin-52, lin-53, lin-5is involved in 4-, dpl-1 and efl-1 proteins, and is involved in cell fate specification."
GO:0017053,transcription repressor complex,1,20,2.80E-19,cellular_component,A protein complex that possesses activity that prevents or downregulates transcription.
GO:0090571,RNA polymerase II transcription repressor complex,1,16,9.79E-24,cellular_component,"A protein complex, located in the nucleus, that possesses activity that prevents or downregulates transcription from a RNA polymerase II promoter."
GO:0002832,negative regulation of response to biotic stimulus,1,51,2.36E-08,biological_process,"Any process that stops, prevents, or reduces the frequency, rate, or extent of a response to biotic stimulus."
GO:0055035,plastid thylakoid membrane,2,384,1.49E-04,cellular_component,The lipid bilayer membrane of any thylakoid within a plastid.
GO:0098588,bounding membrane of organelle,4,1025,1.06E-05,cellular_component,The lipid bilayer that forms the outer-most layer of an organelle.
GO:0031969,chloroplast membrane,1,173,3.41E-03,cellular_component,Either of the lipid bilayers that surround a chloroplast and form the chloroplast envelope.
GO:0031348,negative regulation of defense response,1,83,1.41E-05,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of a defense response."
GO:0032102,negative regulation of response to external stimulus,1,51,2.36E-08,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of a response to an external stimulus."
GO:0002682,regulation of immune system process,3,129,1.72E-25,biological_process,"Any process that modulates the frequency, rate, or extent of an immune system process."
GO:0009527,plastid outer membrane,1,87,2.27E-05,cellular_component,"The outer, i.e. cytoplasm-facing, lipid bilayer of the plastid envelope."
GO:0009707,chloroplast outer membrane,1,80,9.58E-06,cellular_component,"The outer, i.e. cytoplasm-facing, lipid bilayer of the chloroplast envelope."
GO:0010027,thylakoid membrane organization,1,63,5.46E-07,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the thylakoid membrane."
GO:0048585,negative regulation of response to stimulus,1,272,2.46E-02,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."
GO:0009668,plastid membrane organization,1,72,2.93E-06,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of either of the lipid bilayers surrounding a plastid."
GO:0043067,regulation of programmed cell death,2,92,1.58E-16,biological_process,"Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."
GO:0002683,negative regulation of immune system process,1,27,1.22E-14,biological_process,"Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."
GO:0010363,regulation of plant-type hypersensitive response,1,28,3.63E-14,biological_process,"Any endogenous process that modulates the frequency, rate or extent of the plant hypersensitive response."
GO:0043903,regulation of biological process involved in symbiotic interaction,1,30,2.60E-13,biological_process,"Any process that modulates the frequency, rate or extent of symbiosis, an interaction between two organisms living together in more or less intimate association."
GO:0034051,negative regulation of plant-type hypersensitive response,1,9,5.28E-41,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the hypersensitive response in a plant."
GO:0050776,regulation of immune response,3,129,1.72E-25,biological_process,"Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
GO:0045088,regulation of innate immune response,3,111,1.64E-29,biological_process,"Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."
GO:0043069,negative regulation of programmed cell death,1,37,4.84E-11,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."
GO:0050777,negative regulation of immune response,1,27,1.22E-14,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
GO:0061024,membrane organization,1,305,3.65E-02,biological_process,"A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins."
GO:0080135,regulation of cellular response to stress,1,96,5.73E-05,biological_process,"Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."
GO:0030054,cell junction,3,900,5.20E-04,cellular_component,"A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."
GO:0045824,negative regulation of innate immune response,1,23,6.00E-17,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the innate immune response."
GO:1900425,negative regulation of defense response to bacterium,1,17,2.00E-22,biological_process,"Any process that stops, prevents or reduces the frequency, rate or extent of defense response to bacterium."
GO:0009506,plasmodesma,3,900,5.20E-04,cellular_component,"A fine cytoplasmic channel, found in all higher plants, that connects the cytoplasm of one cell to that of an adjacent cell."
GO:0070161,anchoring junction,3,900,5.20E-04,cellular_component,A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix.
GO:0009922,fatty acid elongase activity,1,29,1.00E-13,molecular_function,Catalysis of the reaction: fatty acid (C-16 or longer) + 2-C = fatty acid (C-16 or longer with an additional 2-C unit). This reaction is the condensation step of the endoplasmic reticulum fatty acid elongation cycle.
GO:0016746,acyltransferase activity,6,1736,7.69E-07,molecular_function,Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor).
GO:0005911,cell-cell junction,3,900,5.20E-04,cellular_component,"A cell junction that forms a connection between two or more cells of an organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects."
GO:0006633,fatty acid biosynthetic process,1,254,1.91E-02,biological_process,"The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."
GO:0004402,histone acetyltransferase activity,2,69,1.06E-21,molecular_function,Catalysis of the reaction: acetyl-CoA + histone = CoA + acetyl-histone.
GO:0016407,acetyltransferase activity,3,286,8.13E-12,molecular_function,Catalysis of the transfer of an acetyl group to an acceptor molecule.
